food_id,meal_name,base_name,meal_type,category,cuisine,portion_profile,ingredients,variant_addons,allergens,condition_flags,cross_contamination_risks,cultural_flags,fodmap_level,acidity_level,glycemic_index,nutrition_source,nutrition_source_ids,nutrition_source_ingredients,nutrition_source_unmapped_ingredients,nutrition_source_fdc_ids,clinical_rule_sources,source_rule_matches,allergen_rule_source,source_confidence,source_note,vegetarian,vegan,pescatarian,contains_dairy,contains_gluten,contains_tree_nuts,contains_peanuts,contains_shellfish,contains_soy,contains_sesame,contains_eggs,contains_pork,contains_beef,contains_meat,contains_fish,contains_honey,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,potassium_mg,magnesium_mg,sodium_mg,omega3_g,dedup_signature
NUTRI-03335,Fortified vegan macro bowl - clinic high energy variant 3335,Fortified vegan macro bowl,Dinner,macro bowl,Californian,high energy (1.12x),quinoa; tofu-free lentil patty; kale; nutritional yeast; fortified oat milk sauce; fortified oat milk; honey,"fortified oat milk, honey glaze",honey,added sugar; high fodmap; high gi,,,high,low,57.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:168917; USDA-REF-57608DDC45; USDA-REF-17BFAB9228; USDA-REF-F1FD05F9B3; USDA-REF-83D455A83E; FDC:173904; USDA-REF-9D75342C10,quinoa->quinoa (FDC:168917; api_match); tofu-free lentil patty->tofu free lentil patty (USDA-REF-57608DDC45; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429); fortified oat milk sauce->fortified oat milk sauce (USDA-REF-83D455A83E; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); honey->honey (USDA-REF-9D75342C10; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:honey=high; FODMAP:quinoa=low; GI:honey=high/added sugar; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,952.0,40.32,126.56,30.24,21.28,9.296,851.2,4.48,15.68,6.16,1590.4,302.4,537.6,1.68,1ea067760775679e
NUTRI-03336,Bean burrito wheat wrap - garden steady variant 3336,Bean burrito wheat wrap,Dinner,wrap,Mexican,steady (0.96x),wheat tortilla; pinto beans; cheese; salsa; nutritional yeast,nutritional yeast,dairy; gluten,high fodmap; high gi; high sodium; reflux trigger,gluten,,high,high,58.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-EFC78115FE; USDA-REF-29A37C2997; USDA-REF-BCEF7A0462; USDA-REF-2880C73550; USDA-REF-F1FD05F9B3,wheat tortilla->wheat tortilla (USDA-REF-EFC78115FE; offline_reference_used_after_api_http_error_429); pinto beans->pinto beans (USDA-REF-29A37C2997; offline_reference_used_after_api_http_error_429); cheese->cheese (USDA-REF-BCEF7A0462; offline_reference_used_after_api_http_error_429); salsa->salsa (USDA-REF-2880C73550; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:milk/dairy; FDA allergen:wheat/gluten; FODMAP:wheat=high; GERD:spicy foods; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,772.8,35.52,96.96,27.84,20.16,7.104,412.8,3.168,0.192,4.992,1123.2,220.8,897.6,0.192,5f8af3c50e98d2f5
NUTRI-03337,Polenta pumpkin seed breakfast - weeknight hearty variant 3337,Polenta pumpkin seed breakfast,Breakfast,porridge,Italian,hearty (1.06x),polenta; pumpkin seeds; strawberries; fortified oat milk; nutritional yeast,nutritional yeast,,,,,low,low,49.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7FB96D2AA2; USDA-REF-F42D2F8575; USDA-REF-EE9362BF61; FDC:173904; USDA-REF-F1FD05F9B3,polenta->polenta (USDA-REF-7FB96D2AA2; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); strawberries->strawberries (USDA-REF-EE9362BF61; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429),,FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,482.3,23.32,67.84,14.84,12.72,5.83,381.6,3.816,6.36,5.088,784.4,190.8,180.2,0.424,b68704f32d3afa19
NUTRI-03338,Teff vegetable pilaf - fresh athlete variant 3338,Teff vegetable pilaf,Lunch,pilaf,East African,athlete (1.18x),teff; carrot; zucchini; spinach; pumpkin seeds; avocado,avocado,,,tree nuts,,low,low,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-5499C162D6; USDA-REF-D8BFAD4B74; USDA-REF-3A8F2CA363; FDC:2709614; USDA-REF-F42D2F8575; USDA-REF-FDB7388828,teff->teff (USDA-REF-5499C162D6; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); zucchini->zucchini (USDA-REF-3A8F2CA363; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,849.6,28.32,99.12,37.76,21.24,9.086,342.2,0.944,3.776,6.018,1587.1,306.8,289.1,0.59,61829734badd73ce
NUTRI-03339,Stuffed acorn squash quinoa - fiber balanced variant 3339,Stuffed acorn squash quinoa,Dinner,stuffed vegetable,American,balanced (1.00x),acorn squash; quinoa; kale; cranberries; pumpkin seeds; blueberries; pork; bacon; wheat pita,"blueberry side, bacon bits, wheat pita",gluten; pork,high fodmap; high sodium; reflux trigger,,,high,high,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-1F1D06AAC0; FDC:168917; USDA-REF-17BFAB9228; USDA-REF-C103D26AA4; USDA-REF-F42D2F8575; FDC:2709275; USDA-REF-63AEF24ED7; USDA-REF-8ABF15BEF3; USDA-REF-D593A5E296,acorn squash->acorn squash (USDA-REF-1F1D06AAC0; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); cranberries->cranberries (USDA-REF-C103D26AA4; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); pork->pork (USDA-REF-63AEF24ED7; offline_reference_used_after_api_http_error_429); bacon->bacon (USDA-REF-8ABF15BEF3; offline_reference_used_after_api_http_error_429); wheat pita->wheat pita (USDA-REF-D593A5E296; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:wheat/gluten; FODMAP:quinoa=low; FODMAP:wheat=high; GERD:high-fat foods; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1015.0,40.0,133.0,36.0,22.0,8.8,348.0,1.1,3.6,6.3,1535.0,278.0,1102.0,0.5,714d0669b851de96
NUTRI-03340,Egg spinach rice plate - herb balanced variant 3340,Egg spinach rice plate,Breakfast,egg plate,Mediterranean,balanced (1.00x),egg; spinach; brown rice; olive oil; avocado,"avocado, spinach",eggs,,,,low,low,45.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:2707152; FDC:2709614; FDC:2512380; USDA-REF-6AA3C4572C; USDA-REF-FDB7388828,egg->egg (FDC:2707152; api_match); spinach->spinach (FDC:2709614; api_match); brown rice->brown rice (FDC:2512380; api_match); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,FDC:2707152; FDC:2709614; FDC:2512380,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:eggs; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,595.0,28.0,53.0,31.0,13.0,5.8,270.0,1.5,3.4,3.3,1215.0,180.0,280.0,0.5,dd69d3e0d622364b
NUTRI-03341,Millet peanut porridge - balanced low volume variant 3341,Millet peanut porridge,Breakfast,porridge,West African,low volume (0.82x),millet; peanut butter; banana; flax; fortified oat milk; avocado; pumpkin seeds,"fortified oat milk, avocado, pumpkin seeds",peanuts,,gluten,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7275CFFBBC; USDA-REF-42820C10B1; FDC:2709224; USDA-REF-031AD55DEB; FDC:173904; USDA-REF-FDB7388828; USDA-REF-F42D2F8575,millet->millet (USDA-REF-7275CFFBBC; offline_reference_used_after_api_http_error_429); peanut butter->peanut butter (USDA-REF-42820C10B1; offline_reference_used_after_api_http_error_429); banana->banana (FDC:2709224; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429),,FDC:2709224; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:peanuts,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,594.5,21.32,64.78,30.34,13.94,5.248,364.9,0.984,4.92,4.592,1119.3,246.0,180.4,1.64,2d0cd06b8407bebd
NUTRI-03342,Corn tortilla egg tacos - fresh steady variant 3342,Corn tortilla egg tacos,Breakfast,tacos,Mexican,steady (0.96x),corn tortilla; egg; spinach; avocado; parsley; dill; olive oil,low sodium herb sauce,eggs,,,,low,low,47.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-8D2AA577D0; FDC:2707152; FDC:2709614; USDA-REF-FDB7388828; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C,corn tortilla->corn tortilla (USDA-REF-8D2AA577D0; offline_reference_used_after_api_http_error_429); egg->egg (FDC:2707152; api_match); spinach->spinach (FDC:2709614; api_match); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429),,FDC:2707152; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:eggs,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,504.0,22.08,45.12,26.88,8.64,4.032,192.0,1.344,3.072,2.688,787.2,134.4,244.8,0.384,0d2b96d7281d8490
NUTRI-03343,Grilled chicken quinoa bowl - comfort standard variant 3343,Grilled chicken quinoa bowl,Lunch,protein bowl,Mediterranean,standard (0.90x),chicken; quinoa; cucumber; spinach; olive oil; almonds; chia; flax; soy sauce,"almond crunch, chia flax mix, soy sauce glaze",tree nuts; soy,high sodium,,,low,low,45.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-CEF7E59218; FDC:168917; USDA-REF-868D099240; FDC:2709614; USDA-REF-6AA3C4572C; USDA-REF-5B14DCD94B; FDC:2710819; USDA-REF-031AD55DEB; USDA-REF-731669EE1D,chicken->chicken (USDA-REF-CEF7E59218; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); almonds->almonds (USDA-REF-5B14DCD94B; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); soy sauce->soy sauce (USDA-REF-731669EE1D; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709614; FDC:2710819,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:soy; FDA allergen:tree nuts; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,774.0,46.8,67.5,35.1,16.2,6.03,297.0,0.54,0.18,4.77,1224.0,297.0,1022.4,2.07,a3fde223d9df2faf
NUTRI-03344,Shrimp brown rice bowl - training light variant 3344,Shrimp brown rice bowl,Lunch,seafood bowl,Thai,light (0.84x),shrimp; brown rice; bok choy; ginger; greek yogurt; fortified oat milk,"greek yogurt scoop, fortified oat milk",dairy; shellfish,,,,low,low,49.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-28AB915BBC; FDC:2512380; USDA-REF-7CBD46EDC9; USDA-REF-92119E2C63; FDC:2705441; FDC:173904,shrimp->shrimp (USDA-REF-28AB915BBC; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); bok choy->bok choy (USDA-REF-7CBD46EDC9; offline_reference_used_after_api_http_error_429); ginger->ginger (USDA-REF-92119E2C63; offline_reference_used_after_api_http_error_429); greek yogurt->greek yogurt (FDC:2705441; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match),,FDC:2512380; FDC:2705441; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:milk/dairy; FDA allergen:shellfish; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,625.8,46.2,69.72,15.96,6.72,2.772,487.2,3.192,5.796,3.276,924.0,131.88,562.8,0.42,30f059cd948d79d4
NUTRI-03345,Cod potato herb plate - protein recovery variant 3345,Cod potato herb plate,Dinner,fish plate,Nordic,recovery (1.15x),cod; potato; green beans; olive oil; wheat pita,wheat pita,gluten,high fodmap,,,high,low,54.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-83F677838F; USDA-REF-3E2E95F5AD; USDA-REF-E665F3672B; USDA-REF-6AA3C4572C; USDA-REF-D593A5E296,cod->cod (USDA-REF-83F677838F; offline_reference_used_after_api_http_error_429); potato->potato (USDA-REF-3E2E95F5AD; offline_reference_used_after_api_http_error_429); green beans->green beans (USDA-REF-E665F3672B; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); wheat pita->wheat pita (USDA-REF-D593A5E296; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; FDA allergen:wheat/gluten; FODMAP:wheat=high; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,971.75,59.8,118.45,26.45,13.8,5.865,224.25,3.91,5.175,3.335,1621.5,201.25,724.5,0.92,343951cf39e723c7
NUTRI-03346,Low sodium salmon sweet potato - clinic hearty variant 3346,Low sodium salmon sweet potato,Dinner,fish plate,American,hearty (1.06x),salmon; sweet potato; kale; olive oil; chia; flax; blueberries,"chia flax mix, blueberry side",,,gluten,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; USDA-REF-2BB35AD78C; USDA-REF-17BFAB9228; USDA-REF-6AA3C4572C; FDC:2710819; USDA-REF-031AD55DEB; FDC:2709275,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); sweet potato->sweet potato (USDA-REF-2BB35AD78C; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:2710819; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,911.6,49.82,87.98,40.28,21.2,5.618,358.28,5.512,13.78,4.028,1701.3,268.18,357.22,5.724,025df1b649d91565
NUTRI-03347,Seared tuna quinoa salad - comfort mineral focus variant 3347,Seared tuna quinoa salad,Dinner,fish salad,Mediterranean,mineral focus (1.09x),tuna; quinoa; spinach; cucumber; pumpkin seeds; nutritional yeast; parsley; dill; olive oil,"pumpkin seeds, nutritional yeast, low sodium herb sauce",,,tree nuts,,low,low,43.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-B9149FD514; FDC:168917; FDC:2709614; USDA-REF-868D099240; USDA-REF-F42D2F8575; USDA-REF-F1FD05F9B3; USDA-REF-62021EC709; USDA-REF-AF2532AAF7; USDA-REF-6AA3C4572C,tuna->tuna (USDA-REF-B9149FD514; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); spinach->spinach (FDC:2709614; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429); parsley->parsley (USDA-REF-62021EC709; offline_reference_used_after_api_http_error_429); dill->dill (USDA-REF-AF2532AAF7; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,964.65,64.31,69.76,45.78,13.08,7.412,212.55,9.156,6.322,5.995,1406.1,310.65,436.0,2.071,8615810463f16ef5
NUTRI-03348,Chicken vegetable rice dinner - market clinic standard variant 3348,Chicken vegetable rice dinner,Dinner,protein plate,American,clinic standard (0.94x),chicken; brown rice; zucchini; carrot; garlic; onion; blueberries; pork; bacon,"garlic onion relish, blueberry side, bacon bits",pork,high fodmap; high sodium; reflux trigger,,,high,high,49.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-CEF7E59218; FDC:2512380; USDA-REF-3A8F2CA363; USDA-REF-D8BFAD4B74; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23; FDC:2709275; USDA-REF-63AEF24ED7; USDA-REF-8ABF15BEF3,chicken->chicken (USDA-REF-CEF7E59218; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); zucchini->zucchini (USDA-REF-3A8F2CA363; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); pork->pork (USDA-REF-63AEF24ED7; offline_reference_used_after_api_http_error_429); bacon->bacon (USDA-REF-8ABF15BEF3; offline_reference_used_after_api_http_error_429),,FDC:2512380; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FODMAP:garlic=high; FODMAP:onion=high; FODMAP:rice=low; GERD:high-fat foods,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,860.1,54.52,86.48,30.08,12.22,3.76,167.32,0.94,0.188,4.23,1132.7,157.92,852.58,0.094,3b4b8573eeed92ae
